No_;Anchura;Galga;Se fabrica;No_ Mezcla Operativa;Abrefacil;Anchura Bobina (mm);Ancho Total Extrusión;Tratado;Tipo
2015443;88;320;1;;0;880;0;0;BOB LAMI
2015444;108,6;80;1;;0;1086;0;0;BOB LAMI
2015445;108,6;140;1;;0;1086;0;0;BOB LAMI
2015446;123;120;1;;0;1230;0;0;BOB LAMI
2015447;123;192;1;;0;1230;0;0;BOB LAMI
2015448;108,6;80;1;;0;1086;0;0;BOB LAMI
2015449;108,6;140;1;;0;1086;0;0;BOB LAMI
2015450;97;80;1;;0;970;0;0;BOB LAMI
2015451;97;200;1;;0;970;0;0;BOB LAMI
2015452;99;80;1;;0;990;0;0;BOB LAMI
2015453;99;200;1;;0;990;0;0;BOB LAMI
2015454;110;200;1;MO-100194;0;1100;1100;0;BOB LAMI
2015455;110;200;1;;0;1100;0;0;BOB LAMI
2015456;111;240;1;MO-100141;0;1110;1110;0;BOB LAMI
2015457;111;80;1;;0;1110;0;0;BOB LAMI
2015458;111;320;1;;0;1110;0;0;BOB LAMI
2015459;93,3;80;0;MO-100999;0;933;933;0;OPP MATE
2015460;93,3;80;0;;0;933;933;0;OPP BO
2015461;93,3;80;1;;0;933;0;0;BOB LAMI
2015462;93,3;160;1;;0;933;0;0;BOB LAMI
2015463;95;80;0;;0;950;950;0;OPP BO
2015464;95;80;1;;0;950;0;0;BOB LAMI
2015465;95;160;1;;0;950;0;0;BOB LAMI
2015466;78;80;1;;0;780;0;0;BOB LAMI
2015467;78;160;1;;0;780;0;0;BOB LAMI
2015468;123;80;1;;0;1230;0;0;BOB LAMI
2015469;123;168;1;;0;1230;0;0;BOB LAMI
2015470;123;248;1;;0;1230;0;0;BOB LAMI
2015471;123;80;1;;0;1230;0;0;BOB LAMI
2015472;123;168;1;;0;1230;0;0;BOB LAMI
2015473;123;248;1;;0;1230;0;0;BOB LAMI
2015474;88;80;0;;0;880;880;0;OPP BO
2015475;88;180;1;;0;880;0;0;BOB LAMI
2015476;105;100;1;;0;1050;0;0;BOB LAMI
2015477;105;220;1;;0;1050;0;0;BOB LAMI
2015478;105;100;1;;0;1050;0;0;BOB LAMI
2015479;105;220;1;;0;1050;0;0;BOB LAMI
2015480;93;80;1;;0;930;0;0;BOB LAMI
2015481;93;300;1;;0;930;0;0;BOB LAMI
2015482;95;140;1;;0;950;0;0;BOB LAMI
2015483;95;280;1;;0;950;0;0;BOB LAMI
2015484;131;100;1;MO-100172;0;1310;1310;0;BOB LAMI
2015485;131;280;1;MO-100178;0;1310;1310;0;BOB LAMI
2015486;131;380;1;;0;1310;0;0;BOB LAMI
2015487;95;140;1;;0;950;0;0;BOB LAMI
2015488;95;280;1;;0;950;0;0;BOB LAMI
2015489;111;160;1;;0;1110;0;0;BOB LAMI
2015490;111;80;1;;0;1110;0;0;BOB LAMI
2015491;111;240;1;;0;1110;0;0;BOB LAMI
2015492;73;80;1;;0;730;0;0;BOB LAMI
2015493;73;160;1;;0;730;0;0;BOB LAMI
2015494;115;120;0;;0;1150;1150;0;CPP TP
2015495;115;100;1;;0;1150;0;0;BOB LAMI
2015496;115;220;1;;0;1150;0;0;BOB LAMI
2015497;105;100;1;;0;1050;0;0;BOB LAMI
2015498;105;220;1;;0;1050;0;0;BOB LAMI
2015499;105;100;1;;0;1050;0;0;BOB LAMI
2015500;105;220;1;;0;1050;0;0;BOB LAMI
2015501;105;100;1;;0;1050;0;0;BOB LAMI
2015502;105;220;1;;0;1050;0;0;BOB LAMI
2015503;62,5;280;1;MO-100189;0;625;1250;0;LAMI LAMI
2015504;88;80;1;;0;880;0;0;BOB LAMI
2015505;88;300;1;;0;880;0;0;BOB LAMI
2015506;111;80;1;;0;1110;0;0;BOB LAMI
2015507;111;240;1;;0;1110;0;0;BOB LAMI
2015508;111;80;1;;0;1110;0;0;BOB LAMI
2015509;111;240;1;;0;1110;0;0;BOB LAMI
2015510;111;80;1;;0;1110;0;0;BOB LAMI
2015511;111;240;1;;0;1110;0;0;BOB LAMI
2015512;87;80;1;MO-100172;0;870;870;0;BOB LAMI
2015513;111;100;1;MO-100157;0;1110;1110;0;BOB LAMI
2015514;111;80;1;MO-100177;0;1110;1110;0;BOB LAMI
2015515;111;180;1;;0;1110;0;0;BOB LAMI
2015516;88;80;1;;0;880;0;0;BOB LAMI
2015517;88;240;1;;0;880;0;0;BOB LAMI
2015518;88;320;1;;0;880;0;0;BOB LAMI
2015519;129;100;1;;0;1290;0;0;BOB LAMI
2015520;129;200;1;;0;1290;0;0;BOB LAMI
2015521;111;220;0;MO-100999;0;1110;1110;0;BOB LAMI
2015522;113;220;0;MO-100999;0;1130;1130;0;BOB LAMI
2015523;105;100;1;;0;1050;0;0;BOB LAMI
2015524;105;220;1;;0;1050;0;0;BOB LAMI
2015525;109;100;1;;0;1090;0;0;BOB LAMI
2015526;109;300;1;;0;1090;0;0;BOB LAMI
2015527;96;120;1;MO-100195;0;960;960;0;BOB TUBO
2015528;65;65;1;MO-100008;0;650;1300;0;BOB SETUBO
2015529;65;65;1;MO-100008;0;650;1300;0;BOB SETUBO
2015530;70;80;1;;0;700;0;0;BOB LAMI
2015531;70;160;1;;0;700;0;0;BOB LAMI
2015532;83;80;1;;0;830;0;0;BOB LAMI
2015533;83;168;1;;0;830;0;0;BOB LAMI
2015534;83;248;1;;0;830;0;0;BOB LAMI
2015535;109;80;1;;0;1090;0;0;BOB LAMI
2015536;109;220;1;;0;1090;0;0;BOB LAMI
2015537;111;120;1;MO-100177;0;1110;1110;0;BOB LAMI
2015538;111;120;1;;0;1110;0;0;BOB LAMI
2015539;111;240;1;;0;1110;0;0;BOB LAMI
2015540;111;200;1;;0;1110;0;0;BOB LAMI
2015541;120;200;1;MO-100162;0;1200;1200;0;BOB TUBO
2015542;72,5;280;1;MO-100189;0;725;1450;0;LAMI LAMI
2015543;102,5;520;1;MO-100189;0;1025;1025;0;LAMI LAMI
2015544;110;55;1;MO-100049;0;1100;1100;0;BOB TUBO
2015545;111;80;1;;0;1110;0;0;BOB LAMI
2015546;111;200;1;;0;1110;0;0;BOB LAMI
2015547;79;80;1;;0;790;0;0;BOB LAMI
2015548;79;160;1;;0;790;0;0;BOB LAMI
2015549;77;80;0;;0;770;770;0;OPP METAL
2015550;99;100;1;;0;990;0;0;BOB LAMI
2015551;99;300;1;;0;990;0;0;BOB LAMI
2015552;104;170;1;MO-100056;0;1040;1040;0;BOB TUBO
2015553;87;170;1;MO-100056;0;870;870;0;BOB TUBO
2015554;88;80;1;;0;880;0;0;BOB LAMI
2015555;88;240;1;;0;880;0;0;BOB LAMI
2015556;88;320;1;;0;880;0;0;BOB LAMI
2015557;123;100;1;;0;1230;0;0;BOB LAMI
2015558;123;220;1;;0;1230;0;0;BOB LAMI
2015559;117;80;0;MO-100172;0;1170;1170;0;BOB LAMI
2015560;118,5;80;1;;0;1185;0;0;BOB LAMI
2015561;118,5;140;1;;0;1185;0;0;BOB LAMI
2015562;105;80;1;MO-100172;0;1050;1050;0;BOB LAMI
2015563;79;80;1;MO-100008;0;790;1580;0;BOB SETUBO
2015564;106;70;1;MO-100008;0;1060;1060;0;BOB SETUBO
2015565;91,5;100;1;;0;915;0;0;BOB LAMI
2015566;91,5;220;1;;0;915;0;0;BOB LAMI
2015567;82;80;1;;0;820;0;0;BOB LAMI
2015568;82;240;1;;0;820;0;0;BOB LAMI
2015569;82;320;1;;0;820;0;0;BOB LAMI
2015570;115;120;1;;0;1150;0;0;BOB LAMI
2015571;115;200;1;;0;1150;0;0;BOB LAMI
2015572;99,6;80;1;;0;996;0;0;BOB LAMI
2015573;99,6;140;1;;0;996;0;0;BOB LAMI
2015574;88;80;1;;0;880;0;0;BOB LAMI
2015575;88;300;1;;0;880;0;0;BOB LAMI
2015576;96;80;1;;0;960;0;0;BOB LAMI
2015577;96;200;1;;0;960;0;0;BOB LAMI
2015578;88;80;1;;0;880;0;0;BOB LAMI
2015579;88;300;1;;0;880;0;0;BOB LAMI
2015580;95;140;1;;0;950;0;0;BOB LAMI
2015581;95;280;1;;0;950;0;0;BOB LAMI
2015582;88;80;1;;0;880;0;0;BOB LAMI
2015583;88;300;1;;0;880;0;0;BOB LAMI
2015584;105;100;1;;0;1050;0;0;BOB LAMI
2015585;105;220;1;;0;1050;0;0;BOB LAMI
2015586;101;120;1;;0;1010;0;0;BOB LAMI
2015587;123;120;1;;0;1230;0;0;BOB LAMI
2015588;123;192;1;;0;1230;0;0;BOB LAMI
2015589;111;80;1;;0;1110;0;0;BOB LAMI
2015590;111;200;1;;0;1110;0;0;BOB LAMI
2015591;111;80;1;;0;1110;0;0;BOB LAMI
2015592;111;240;1;;0;1110;0;0;BOB LAMI
2015593;111;80;1;;0;1110;0;0;BOB LAMI
2015594;111;240;1;;0;1110;0;0;BOB LAMI
2015595;95;140;1;;0;950;0;0;BOB LAMI
2015596;95;280;1;;0;950;0;0;BOB LAMI
2015597;96;80;1;;0;960;0;0;BOB LAMI
2015598;96;200;1;;0;960;0;0;BOB LAMI
2015599;88,2;80;1;MO-100172;0;882;882;0;BOB LAMI
2015600;88,2;120;1;MO-100177;0;882;882;0;BOB LAMI
2015601;88,2;80;1;;0;882;0;0;BOB LAMI
2015602;88,2;200;1;;0;882;0;0;BOB LAMI
2015603;94;48;1;;0;940;0;0;BOB LAMI
2015604;94;288;1;;0;940;0;0;BOB LAMI
2015605;89;120;0;MO-100999;0;890;890;0;OPP TP
2015606;94;120;1;MO-100180;0;940;940;0;BOB TUBO
2015607;105;100;1;;0;1050;0;0;BOB LAMI
2015608;105;220;1;;0;1050;0;0;BOB LAMI
2015609;93,8;232;1;MO-200098;0;938;938;0;BOB LAMI
2015610;105;100;1;;0;1050;0;0;BOB LAMI
2015611;105;220;1;;0;1050;0;0;BOB LAMI
2015612;87;80;1;;0;870;0;0;BOB LAMI
2015613;87;160;1;;0;870;0;0;BOB LAMI
2015614;105;100;1;;0;1050;0;0;BOB LAMI
2015615;105;220;1;;0;1050;0;0;BOB LAMI
2015616;111;80;1;;0;1110;0;0;BOB LAMI
2015617;111;240;1;;0;1110;0;0;BOB LAMI
2015618;80;112;1;MO-200103;0;800;800;0;BOB TUBO
2015619;109;80;1;;0;1090;0;0;BOB LAMI
2015620;109;220;1;;0;1090;0;0;BOB LAMI
2015621;93;152;1;MO-100125;0;930;930;0;BOB LAMI
2015622;93;152;1;;0;930;0;0;BOB LAMI
2015623;75;100;1;MO-100172;0;750;750;0;BOB LAMI
2015624;105;100;1;;0;1050;0;0;BOB LAMI
2015625;105;220;1;;0;1050;0;0;BOB LAMI
2015626;91,5;120;0;MO-100999;0;915;915;0;CPP TP
2015627;91,5;80;1;;0;915;0;0;BOB LAMI
2015628;91,5;200;1;;0;915;0;0;BOB LAMI
2015629;105;100;1;;0;1050;0;0;BOB LAMI
2015630;105;220;1;;0;1050;0;0;BOB LAMI
2015631;111;80;1;;0;1110;0;0;BOB LAMI
2015632;111;240;1;;0;1110;0;0;BOB LAMI
2015633;109;200;1;MO-100141;0;1090;1090;0;BOB LAMI
2015634;109;80;1;;0;1090;0;0;BOB LAMI
2015635;109;280;1;;0;1090;0;0;BOB LAMI
2015636;111;120;1;;0;1110;0;0;BOB LAMI
2015637;111;240;1;;0;1110;0;0;BOB LAMI
2015638;123;120;1;;0;1230;0;0;BOB LAMI
2015639;123;192;1;;0;1230;0;0;BOB LAMI
2015640;111;120;1;;0;1110;0;0;BOB LAMI
2015641;111;240;1;;0;1110;0;0;BOB LAMI
2015642;119;60;0;MO-100999;0;1190;1190;0;OPP METAL
2015643;119;80;1;;0;1190;0;0;BOB LAMI
2015644;119;140;1;;0;1190;0;0;BOB LAMI
2015645;75;80;1;MO-100004;0;750;750;0;BOB TUBO
2015646;111;80;1;;0;1110;0;0;BOB LAMI
2015647;111;240;1;;0;1110;0;0;BOB LAMI
2015648;93;100;1;;0;930;0;0;BOB LAMI
2015649;93;220;1;;0;930;0;0;BOB LAMI
2015650;108,6;80;1;;0;1086;0;0;BOB LAMI
2015651;108,6;140;1;;0;1086;0;0;BOB LAMI
2015652;99;100;1;;0;990;0;0;BOB LAMI
2015653;99;300;1;;0;990;0;0;BOB LAMI
2015654;102;120;1;MO-100193;0;1020;1020;0;BOB LAMI
2015655;102;120;1;;0;1020;0;0;BOB LAMI
2015656;105;140;0;MO-100999;0;1050;1050;0;PE BARRERA
2015657;120;120;0;MO-100999;0;1200;1200;0;PE BARRERA
2015658;104;80;1;;0;1040;0;0;BOB LAMI
2015659;104;160;1;;0;1040;0;0;BOB LAMI
2015660;104;80;1;;0;1040;0;0;BOB LAMI
2015661;104;160;1;;0;1040;0;0;BOB LAMI
2015662;105;100;1;;0;1050;0;0;BOB LAMI
2015663;105;220;1;;0;1050;0;0;BOB LAMI
2015664;106;110;1;MO-100030;0;1060;1060;0;BOB SETUBO
2015665;88;80;1;;0;880;0;0;BOB LAMI
2015666;88;240;1;;0;880;0;0;BOB LAMI
2015667;88;320;1;;0;880;0;0;BOB LAMI
2015668;115;100;1;;0;1150;0;0;BOB LAMI
2015669;115;220;1;;0;1150;0;0;BOB LAMI
2015670;71;80;1;;0;710;0;0;BOB LAMI
2015671;71;200;1;;0;710;0;0;BOB LAMI
2015672;115;100;1;;0;1150;0;0;BOB LAMI
2015673;115;220;1;;0;1150;0;0;BOB LAMI
2015674;120;120;0;;0;1200;1200;0;CPP TP
2015675;120;100;1;;0;1200;0;0;BOB LAMI
2015676;120;220;1;;0;1200;0;0;BOB LAMI
2015677;105;100;1;;0;1050;0;0;BOB LAMI
2015678;105;220;1;;0;1050;0;0;BOB LAMI
2015679;111;80;1;;0;1110;0;0;BOB LAMI
2015680;111;240;1;;0;1110;0;0;BOB LAMI
2015681;115;100;1;;0;1150;0;0;BOB LAMI
2015682;115;220;1;;0;1150;0;0;BOB LAMI
2015683;109;48;0;MO-100999;0;1090;1090;0;PET
2015684;109;60;0;MO-100999;0;1090;1090;0;OPP METAL
2015685;109;48;1;;0;1090;0;0;BOB LAMI
2015686;109;108;1;;0;1090;0;0;BOB LAMI
2015687;93;200;1;;0;930;0;0;BOB LAMI
2015688;93;200;1;MO-100125;0;930;930;0;BOB LAMI
2015689;95;140;1;MO-100141;0;950;950;0;BOB LAMI
2015690;95;140;1;;0;950;0;0;BOB LAMI
2015691;95;280;1;;0;950;0;0;BOB LAMI
2015692;95;140;1;;0;950;0;0;BOB LAMI
2015693;95;280;1;;0;950;0;0;BOB LAMI
2015694;111;120;1;;0;1110;0;0;BOB LAMI
2015695;111;240;1;;0;1110;0;0;BOB LAMI
2015696;93;100;1;;0;930;0;0;BOB LAMI
2015697;93;220;1;;0;930;0;0;BOB LAMI
2015698;115;100;1;;0;1150;0;0;BOB LAMI
2015699;115;220;1;;0;1150;0;0;BOB LAMI
2015700;94;48;1;;0;940;0;0;BOB LAMI
2015701;94;288;1;;0;940;0;0;BOB LAMI
2015702;94;48;1;;0;940;0;0;BOB LAMI
2015703;94;288;1;;0;940;0;0;BOB LAMI
2015704;104;80;1;;0;1040;0;0;BOB LAMI
2015705;104;160;1;;0;1040;0;0;BOB LAMI
2015706;120;120;1;;0;1200;0;0;BOB LAMI
2015707;120;200;1;;0;1200;0;0;BOB LAMI
2015708;99;100;1;;0;990;0;0;BOB LAMI
2015709;99;300;1;;0;990;0;0;BOB LAMI
2015710;111;120;1;;0;1110;0;0;BOB LAMI
2015711;111;240;1;;0;1110;0;0;BOB LAMI
2015712;109;280;1;MO-100178;0;1090;1090;0;BOB LAMI
2015713;109;100;1;;0;1090;0;0;BOB LAMI
2015714;109;380;1;;0;1090;0;0;BOB LAMI
2015715;99;80;1;;0;990;0;0;BOB LAMI
2015716;99;140;1;;0;990;0;0;BOB LAMI
2015717;104;80;1;;0;1040;0;0;BOB LAMI
2015718;104;160;1;;0;1040;0;0;BOB LAMI
2015719;109;100;1;;0;1090;0;0;BOB LAMI
2015720;109;300;1;;0;1090;0;0;BOB LAMI
2015721;109,5;100;1;MO-100172;0;1095;1095;0;BOB LAMI
2015722;109,5;200;1;MO-100178;0;1095;1095;0;BOB LAMI
2015723;109,5;100;1;;0;1095;0;0;BOB LAMI
2015724;109,5;300;1;;0;1095;0;0;BOB LAMI
2015725;111;80;1;;0;1110;0;0;BOB LAMI
2015726;111;240;1;;0;1110;0;0;BOB LAMI
2015727;96;200;1;MO-100162;0;960;960;0;BOB TUBO
2015728;113;80;1;;0;1130;0;0;BOB LAMI
2015729;113;360;1;;0;1130;0;0;BOB LAMI
2015730;95;140;1;;0;950;0;0;BOB LAMI
2015731;95;280;1;;0;950;0;0;BOB LAMI
2015732;95;140;1;;0;950;0;0;BOB LAMI
2015733;95;280;1;;0;950;0;0;BOB LAMI
2015734;112;160;0;MO-100999;0;1120;1120;0;OPP TP
2015735;112;48;0;MO-100999;0;1120;1120;0;PET
2015736;105;100;1;;0;1050;0;0;BOB LAMI
2015737;105;220;1;;0;1050;0;0;BOB LAMI
2015738;84;120;1;;0;840;0;0;BOB LAMI
2015739;87;120;1;;0;870;0;0;BOB LAMI
2015740;104;130;1;MO-100008;1;1040;1040;0;BOB SETUBO
2015741;108;85;1;MO-100008;1;1080;2160;0;BOB SETUBO
2015742;110;120;1;MO-100008;1;1100;2200;0;BOB SETUBO
2015743;104;85;1;MO-100008;1;1040;2080;0;BOB SETUBO
2015744;104;120;1;MO-100008;1;1040;2080;0;BOB SETUBO
2015745;70;90;1;MO-100008;1;700;1400;0;BOB SETUBO
2015746;80;90;1;MO-100008;0;800;1600;0;BOB SETUBO
2015747;60;50;1;MO-100008;0;600;1200;0;BOB SETUBO
2015748;104;85;1;MO-100008;1;1040;2080;0;BOB SETUBO
2015749;64;60;1;MO-100008;0;640;1280;0;BOB SETUBO
2015750;104;140;1;MO-100008;1;1040;2080;0;BOB SETUBO
2015751;110;140;1;MO-100008;1;1100;2200;0;BOB SETUBO
2015752;107;80;0;MO-100172;0;1070;1070;0;BOB LAMI
2015753;107;120;1;MO-100178;0;1070;1070;0;BOB LAMI
2015754;107;80;1;;0;1070;0;0;BOB LAMI
2015755;107;200;1;;0;1070;0;0;BOB LAMI
2015756;104;70;1;MO-100008;1;1040;1040;0;BOB SETUBO
2015757;107;120;1;MO-100177;0;1070;1070;0;BOB LAMI
2015758;70;80;1;MO-100008;1;700;1400;0;BOB SETUBO
2015759;107;80;1;;0;1070;0;0;BOB LAMI
2015760;107;160;1;;0;1070;0;0;BOB LAMI
2015761;107;80;1;MO-100177;0;1070;1070;0;BOB LAMI
2015762;120;140;1;MO-100008;1;1200;1200;0;BOB SETUBO
2015763;115;100;1;;0;1150;0;0;BOB LAMI
2015764;115;220;1;;0;1150;0;0;BOB LAMI
2015765;88;80;1;;0;880;0;0;BOB LAMI
2015766;88;300;1;;0;880;0;0;BOB LAMI
2015767;113;240;1;;0;1130;0;0;BOB LAMI
2015768;83;64;0;;0;830;830;0;OPP TP
2015769;83;80;0;;0;830;830;0;OPP METAL
2015770;111;120;1;;0;1110;0;0;BOB LAMI
2015771;111;240;1;;0;1110;0;0;BOB LAMI
2015772;83;64;1;;0;830;0;0;BOB LAMI
2015773;83;200;1;;0;830;0;0;BOB LAMI
2015774;83;264;1;;0;830;0;0;BOB LAMI
2015775;111;80;1;MO-100157;0;1110;1110;0;BOB LAMI
2015776;111;120;1;MO-100178;0;1110;1110;0;BOB LAMI
2015778;111;200;1;;0;1110;0;0;BOB LAMI
2015779;79;120;1;;0;790;0;0;BOB LAMI
2015780;79;240;1;;0;790;0;0;BOB LAMI
2015781;108,6;80;1;;0;1086;0;0;BOB LAMI
2015782;108,6;140;1;;0;1086;0;0;BOB LAMI
2015783;97;220;1;MO-100187;0;970;970;0;BOB LAMI
2015784;97;220;1;;0;970;0;0;BOB LAMI
2015785;113;240;1;;0;1130;0;0;BOB LAMI
2015786;97;220;1;;0;970;0;0;BOB LAMI
2015787;97;240;1;;0;970;0;0;BOB LAMI
2015788;97;240;1;;0;970;0;0;BOB LAMI
2015789;66;100;1;MO-100174;0;660;1320;0;BOB SETUBO
2015790;111;80;1;;0;1110;0;0;BOB LAMI
2015791;111;240;1;;0;1110;0;0;BOB LAMI
2015792;111;80;1;;0;1110;0;0;BOB LAMI
2015793;111;240;1;;0;1110;0;0;BOB LAMI
2015794;111;120;1;;0;1110;0;0;BOB LAMI
2015795;111;240;1;;0;1110;0;0;BOB LAMI
2015796;66;110;1;MO-100188;0;660;1320;0;BOB SETUBO
2015797;104;80;1;;0;1040;0;0;BOB LAMI
2015798;104;160;1;;0;1040;0;0;BOB LAMI
2015799;65;56;1;MO-100030;1;650;1300;0;BOB SETUBO
2015800;95;56;1;MO-100030;1;950;950;0;BOB SETUBO
2015801;110;64;1;MO-100030;1;1100;1100;0;BOB SETUBO
2015802;99;80;1;;0;990;0;0;BOB LAMI
2015803;99;180;1;;0;990;0;0;BOB LAMI
2015804;99;260;1;;0;990;0;0;BOB LAMI
2015805;100;100;1;MO-100175;0;1000;1000;0;BOB TUBO
2015806;110;140;1;MO-100175;0;1100;1100;0;BOB TUBO
2015807;95,8;80;0;MO-100999;0;958;958;0;OPP TP BARR
2015808;95,8;220;1;MO-100196;0;958;958;0;BOB LAMI
2015809;95,8;80;1;;0;958;0;0;BOB LAMI
2015810;95,8;300;1;;0;958;0;0;BOB LAMI
2015811;105;80;1;;0;1050;0;0;BOB LAMI
2015812;105;200;1;;0;1050;0;0;BOB LAMI
2015813;71;80;1;;0;710;0;0;BOB LAMI
2015814;71;200;1;;0;710;0;0;BOB LAMI
2015815;109,5;120;0;MO-100999;0;1095;1095;0;CPP TP
2015816;109,5;100;1;;0;1095;0;0;BOB LAMI
2015817;109,5;220;1;;0;1095;0;0;BOB LAMI
2015818;59;68;1;MO-100030;0;590;1180;0;BOB SETUBO
2015819;95;80;1;MO-100030;1;950;1900;0;BOB SETUBO
2015820;60;60;1;MO-100030;0;600;1200;0;BOB SETUBO
2015821;75;60;1;MO-100030;1;750;1500;0;BOB SETUBO
2015822;79;68;1;MO-100030;0;790;1580;0;BOB SETUBO
2015823;99;76;1;MO-100030;0;990;1980;0;BOB SETUBO
2015824;59;60;1;MO-100030;0;590;1180;0;BOB SETUBO
2015825;73;64;1;MO-100030;0;730;1460;0;BOB SETUBO
2015826;64;75;1;MO-100030;0;640;1280;0;BOB SETUBO
2015827;75;75;1;MO-100030;1;750;1500;0;BOB SETUBO
2015828;91,5;100;1;;0;915;0;0;BOB LAMI
2015829;91,5;220;1;;0;915;0;0;BOB LAMI
2015830;111;80;1;;0;1110;0;0;BOB LAMI
2015831;111;240;1;;0;1110;0;0;BOB LAMI
2015832;111;80;1;;0;1110;0;0;BOB LAMI
2015833;111;240;1;;0;1110;0;0;BOB LAMI
2015834;70;140;1;MO-100175;0;700;700;0;BOB TUBO
2015835;90;86;1;MO-100154;0;900;900;0;BOB TUBO
2015836;111;100;0;MO-100172;0;1110;1110;0;BOB LAMI
2015837;111;80;1;;0;1110;0;0;BOB LAMI
2015838;111;240;1;;0;1110;0;0;BOB LAMI
2015839;111;80;1;;0;1110;0;0;BOB LAMI
2015840;111;240;1;;0;1110;0;0;BOB LAMI
2015841;111;80;1;;0;1110;0;0;BOB LAMI
2015842;111;240;1;;0;1110;0;0;BOB LAMI
2015843;111;80;1;;0;1110;0;0;BOB LAMI
2015844;111;240;1;;0;1110;0;0;BOB LAMI
2015845;111;80;1;;0;1110;0;0;BOB LAMI
2015846;111;240;1;;0;1110;0;0;BOB LAMI
2015847;111;80;1;;0;1110;0;0;BOB LAMI
2015848;111;240;1;;0;1110;0;0;BOB LAMI
2015849;111;80;1;;0;1110;0;0;BOB LAMI
2015850;111;240;1;;0;1110;0;0;BOB LAMI
2015851;111;80;1;;0;1110;0;0;BOB LAMI
2015852;111;240;1;;0;1110;0;0;BOB LAMI
2015853;95,8;80;1;;0;958;0;0;BOB LAMI
2015854;95,8;300;1;;0;958;0;0;BOB LAMI
2015855;99;80;1;;0;990;0;0;BOB LAMI
2015856;99;140;1;;0;990;0;0;BOB LAMI
2015857;102;80;1;;0;1020;0;0;BOB LAMI
2015858;102;200;1;;0;1020;0;0;BOB LAMI
2015859;102;280;1;;0;1020;0;0;BOB LAMI
2015860;88;70;1;MO-100210;0;880;880;0;BOB TUBO
2015861;136;40;1;MO-100001;0;1360;1360;0;BOB TUBO
2015862;102;40;1;MO-100001;0;1020;1020;0;BOB TUBO
2015863;105;100;1;;0;1050;0;0;BOB LAMI
2015864;105;220;1;;0;1050;0;0;BOB LAMI
2015865;111;80;1;;0;1110;0;0;BOB LAMI
2015866;111;240;1;;0;1110;0;0;BOB LAMI
2015867;68;80;1;MO-100172;0;680;1360;0;BOB LAMI
2015868;68;280;1;;0;680;0;0;BOB LAMI
2015869;111;100;1;MO-200097;0;1110;1110;0;BOB LAMI
2015870;111;120;1;;0;1110;0;0;BOB LAMI
2015871;111;240;1;;0;1110;0;0;BOB LAMI
2015872;68;240;1;;0;680;0;0;BOB LAMI
2015873;120;80;1;;0;1200;0;0;BOB LAMI
2015874;120;148;1;;0;1200;0;0;BOB LAMI
2015875;120;228;1;;0;1200;0;0;BOB LAMI
2015876;105;100;1;;0;1050;0;0;BOB LAMI
2015877;105;220;1;;0;1050;0;0;BOB LAMI
2015878;111;80;1;;0;1110;0;0;BOB LAMI
2015879;111;240;1;;0;1110;0;0;BOB LAMI
2015880;113;80;1;;0;1130;0;0;BOB LAMI
2015881;113;360;1;;0;1130;0;0;BOB LAMI
2015882;64;80;1;;0;640;0;0;BOB LAMI
2015883;64;148;1;;0;640;0;0;BOB LAMI
2015884;64;228;1;;0;640;0;0;BOB LAMI
2015885;96;140;1;;0;960;0;0;BOB LAMI
2015886;96;280;1;;0;960;0;0;BOB LAMI
2015887;72;48;0;MO-100999;0;720;1440;0;PET
2015888;109;80;1;;0;1090;0;0;BOB LAMI
2015889;109;260;1;;0;1090;0;0;BOB LAMI
2015890;105;80;1;;0;1050;0;0;BOB LAMI
2015891;105;260;1;;0;1050;0;0;BOB LAMI
2015892;105;80;1;;0;1050;0;0;BOB LAMI
2015893;105;260;1;;0;1050;0;0;BOB LAMI
2015894;113;80;1;;0;1130;0;0;BOB LAMI
2015895;113;300;1;;0;1130;0;0;BOB LAMI
2015896;61;100;1;MO-100008;0;610;1220;0;BOB SETUBO
2015897;76;100;1;MO-100008;0;760;1520;0;BOB SETUBO
2015898;94,5;48;0;MO-100999;0;950;950;0;PET
2015899;95;48;1;;0;950;0;0;BOB LAMI
2015900;95;128;1;;0;950;0;0;BOB LAMI
2015901;95;48;1;;0;950;0;0;BOB LAMI
2015902;95;128;1;;0;950;0;0;BOB LAMI
2015903;111;80;1;;0;1110;0;0;BOB LAMI
2015904;111;240;1;;0;1110;0;0;BOB LAMI
2015905;111;80;1;;0;1110;0;0;BOB LAMI
2015906;111;240;1;;0;1110;0;0;BOB LAMI
2015907;87;200;1;MO-200107;0;870;870;0;BOB LAMI
2015908;87;200;1;MO-200109;0;870;870;0;BOB LAMI
2015909;87;280;1;;0;870;0;0;BOB LAMI
2015910;87;280;1;;0;870;0;0;BOB LAMI
2015911;96;120;1;MO-100178;0;960;960;0;BOB LAMI
2015912;96;200;1;;0;960;0;0;BOB LAMI
2015913;111;80;1;;0;1110;0;0;BOB LAMI
2015914;111;240;1;;0;1110;0;0;BOB LAMI
2015915;96;100;1;MO-100157;0;960;960;0;BOB LAMI
2015916;96;220;1;;0;960;0;0;BOB LAMI
2015917;104;80;1;;0;1040;0;0;BOB LAMI
2015918;104;160;1;;0;1040;0;0;BOB LAMI
2015919;121;120;0;;0;1210;1210;0;CPP TP
2015920;121;120;1;;0;1210;0;0;BOB LAMI
2015921;121;240;1;;0;1210;0;0;BOB LAMI
2015922;111;120;1;;0;1110;0;0;BOB LAMI
