REFERENCIA,ANCHO,GALGA,TIPO,MEZCLA,TRATAMIENTO,ABREFACIL,FUELLE
2007103,800,65,BOB TUBO,MO-100002,NO,NO,0
2007104,800,65,BOB TUBO,MO-100003,NO,NO,0
2007105,1000,75,BOB TUBO,MO-100002,NO,NO,0
2007106,800,70,BOB TUBO,MO-100002,NO,NO,0
2007107,800,80,BOB TUBO,MO-100004,NO,NO,0
2007108,800,65,BOB TUBO,MO-100002,NO,NO,0
2007109,800,70,BOB TUBO,MO-100002,NO,NO,0
2007110,800,70,BOB TUBO,MO-100002,NO,NO,0
2007111,800,70,BOB TUBO,MO-100002,NO,NO,0
2007112,800,70,BOB TUBO,MO-100002,NO,NO,0
2007113,800,70,BOB TUBO,MO-100002,NO,NO,0
2007114,800,55,BOB TUBO,MO-100002,NO,NO,0
2007115,700,60,BOB TUBO,MO-100002,NO,NO,0
2007117,1000,100,BOB TUBO,MO-100004,NO,NO,0
2007119,1500,75,BOB TUBO,MO-100003,NO,NO,0
2007120,1130,220,LAMI LAMI,MO-100141,NO,NO,0
2007122,970,160,BOB LAMI,,NO,NO,0
2007123,970,160,BOB LAMI,,NO,NO,0
2007124,980,120,BOB TUBO,MO-100154,NO,NO,0
2007125,980,150,BOB TUBO,MO-100173,NO,NO,0
2007126,870,80,BOB LAMI,,NO,NO,0
2007127,870,160,BOB LAMI,,NO,NO,0
2007128,800,80,BOB TUBO,MO-100004,NO,NO,0
2007129,980,120,BOB TUBO,MO-100004,NO,NO,0
2007130,700,65,BOB TUBO,MO-100002,NO,NO,0
2007131,600,60,BOB TUBO,MO-100002,NO,NO,0
2007132,800,80,BOB TUBO,MO-100004,NO,NO,0
2007133,700,70,BOB TUBO,MO-100002,NO,NO,0
2007134,800,70,BOB TUBO,MO-100002,NO,NO,0
2007135,800,70,BOB TUBO,MO-100002,NO,NO,0
2007136,600,60,BOB TUBO,MO-100002,NO,NO,0
2007137,700,65,BOB TUBO,MO-100002,NO,NO,0
2007138,800,70,BOB TUBO,MO-100002,NO,NO,0
2007139,800,50,BOB TUBO,MO-100002,NO,NO,0
2007140,900,60,BOB TUBO,MO-100002,NO,NO,0
2007141,800,80,BOB TUBO,MO-100004,NO,NO,0
2007142,800,75,BOB TUBO,MO-100002,NO,NO,0
2007143,900,80,BOB TUBO,MO-100004,NO,NO,0
2007144,1000,75,BOB TUBO,MO-100002,NO,NO,0
2007145,800,70,BOB TUBO,MO-100002,NO,NO,0
2007146,1000,75,BOB TUBO,MO-100002,NO,NO,0
2007147,800,65,BOB TUBO,MO-100002,NO,NO,0
2007148,800,70,BOB TUBO,MO-100002,NO,NO,0
2007149,800,80,BOB TUBO,MO-100004,NO,NO,0
2007150,1250,35,BOB TUBO,MO-100001,NO,NO,0
2007151,600,60,BOB TUBO,MO-100002,NO,NO,0
2007152,900,80,BOB TUBO,MO-100004,NO,NO,0
2007153,800,75,BOB TUBO,MO-100002,NO,NO,0
2007154,800,65,BOB TUBO,MO-100002,NO,NO,0
2007155,600,60,BOB TUBO,MO-100002,NO,NO,0
2007156,1200,35,BOB TUBO,MO-100001,NO,NO,0
2007157,900,65,BOB TUBO,MO-100002,NO,NO,0
2007158,800,130,BOB TUBO,MO-100004,NO,NO,0
2007159,800,65,BOB TUBO,MO-100002,NO,NO,0
2007160,900,75,BOB TUBO,MO-100002,NO,NO,0
2007161,920,40,BOB TUBO,MO-100001,NO,NO,0
2007162,1000,90,BOB TUBO,MO-100004,NO,NO,0
2007163,890,400,LAMI LAMI,MO-100141,NO,NO,0
2007164,800,60,BOB TUBO,MO-100002,NO,NO,0
2007165,800,80,BOB TUBO,MO-100004,NO,NO,0
2007166,700,60,BOB TUBO,MO-100002,NO,NO,0
2007167,700,80,BOB TUBO,MO-100004,NO,NO,0
2007168,1000,100,BOB TUBO,MO-100004,NO,NO,0
2007169,1260,60,BOB TUBO,MO-100003,NO,NO,0
2007170,800,80,BOB TUBO,MO-100004,NO,NO,0
2007171,600,60,BOB TUBO,MO-100002,NO,NO,0
2007172,800,70,BOB TUBO,MO-100002,NO,NO,0
2007173,980,120,BOB TUBO,MO-100004,NO,NO,0
2007174,750,75,BOB TUBO,MO-100002,NO,NO,0
2007175,700,55,BOB TUBO,MO-100002,NO,NO,0
2007176,600,60,BOB TUBO,MO-100002,NO,NO,0
2007177,800,80,BOB TUBO,MO-100004,NO,NO,0
2007178,980,120,BOB TUBO,MO-100004,NO,NO,0
2007179,600,60,BOB TUBO,MO-100002,NO,NO,0
2007180,1200,35,BOB TUBO,MO-100001,NO,NO,0
2007181,980,120,BOB TUBO,MO-100004,NO,NO,0
2007182,800,70,BOB TUBO,MO-100002,NO,NO,0
2007183,900,70,BOB TUBO,MO-100002,NO,NO,0
2007184,800,65,BOB TUBO,MO-100002,NO,NO,0
2007185,800,70,BOB TUBO,MO-100002,NO,NO,0
2007186,800,70,BOB TUBO,MO-100002,NO,NO,0
2007188,1000,80,BOB TUBO,MO-100004,NO,NO,0
2007189,720,60,BOB TUBO,MO-100049,NO,NO,0
2007190,1190,140,BOB LAMI,,NO,NO,0
2007191,810,228,BOB LAMI,,NO,NO,0
2007192,800,70,BOB TUBO,MO-100002,NO,NO,0
2007193,800,90,BOB TUBO,MO-100004,NO,NO,0
2007194,700,65,BOB TUBO,MO-100002,NO,NO,0
2007195,800,80,BOB TUBO,MO-100004,NO,NO,0
2007196,800,70,BOB TUBO,MO-100002,NO,NO,0
2007197,600,55,BOB TUBO,MO-100002,NO,NO,0
2007198,600,55,BOB TUBO,MO-100002,NO,NO,0
2007199,800,65,BOB TUBO,MO-100002,NO,NO,0
2007200,700,70,BOB TUBO,MO-100002,NO,NO,0
2007201,800,70,BOB TUBO,MO-100002,NO,NO,0
2007202,1000,90,BOB TUBO,MO-100004,NO,NO,0
2007203,870,280,LAMI LAMI,MO-100141,NO,NO,0
2007204,700,60,BOB TUBO,MO-100002,NO,NO,0
2007205,980,120,BOB TUBO,MO-100004,NO,NO,0
2007206,600,65,BOB TUBO,MO-100002,NO,NO,0
2007207,800,70,BOB TUBO,MO-100002,NO,NO,0
2007208,1000,70,BOB TUBO,MO-100003,NO,NO,0
2007209,800,70,BOB TUBO,MO-100002,NO,NO,0
2007210,900,70,BOB TUBO,MO-100002,NO,NO,0
2007211,600,55,BOB TUBO,MO-100002,NO,NO,0
2007212,800,65,BOB TUBO,MO-100002,NO,NO,0
2007213,700,70,BOB TUBO,MO-100002,NO,NO,0
2007214,800,65,BOB TUBO,MO-100002,NO,NO,0
2007215,920,37,BOB TUBO,MO-100001,NO,NO,0
2007216,800,55,BOB TUBO,MO-100002,NO,NO,0
2007217,600,100,BOB TUBO,MO-100004,NO,NO,0
2007218,600,100,BOB TUBO,MO-100004,NO,NO,0
2007219,800,60,BOB TUBO,MO-100002,NO,NO,0
2007220,600,50,BOB TUBO,MO-100002,NO,NO,0
2007221,600,60,BOB TUBO,MO-100002,NO,NO,0
2007222,800,70,BOB TUBO,MO-100002,NO,NO,0
2007223,600,60,BOB TUBO,MO-100002,NO,NO,0
2007224,700,60,BOB TUBO,MO-100002,NO,NO,0
2007225,800,80,BOB TUBO,MO-100004,NO,NO,0
2007226,660,55,BOB TUBO,MO-100139,NO,NO,0
2007227,800,80,BOB TUBO,MO-100004,NO,NO,0
2007228,900,75,BOB TUBO,MO-100002,NO,NO,0
2007229,800,70,BOB TUBO,MO-100002,NO,NO,0
2007230,900,70,BOB TUBO,MO-100002,NO,NO,0
2007231,800,70,BOB TUBO,MO-100002,NO,NO,0
2007232,800,70,BOB TUBO,MO-100002,NO,NO,0
2007233,800,70,BOB TUBO,MO-100002,NO,NO,0
2007234,800,70,BOB TUBO,MO-100002,NO,NO,0
2007235,980,120,BOB TUBO,MO-100004,NO,NO,0
2007236,600,80,BOB TUBO,MO-100004,NO,NO,0
2007237,860,70,BOB TUBO,MO-100002,NO,NO,0
2007238,800,80,BOB TUBO,MO-100004,NO,NO,0
2007239,600,60,BOB TUBO,MO-100002,NO,NO,0
2007240,800,80,BOB TUBO,MO-100004,NO,NO,0
2007241,900,80,BOB TUBO,MO-100004,NO,NO,0
2007242,1000,80,BOB TUBO,MO-100004,NO,NO,0
2007243,700,75,BOB TUBO,MO-100002,NO,NO,0
2007244,840,70,BOB TUBO,MO-100002,NO,NO,0
2007245,800,65,BOB TUBO,MO-100002,NO,NO,0
2007246,800,60,BOB TUBO,MO-100002,NO,NO,0
2007247,800,70,BOB TUBO,MO-100002,NO,NO,0
2007248,600,55,BOB TUBO,MO-100002,NO,NO,0
2007249,1000,90,BOB TUBO,MO-100004,NO,NO,0
2007250,770,80,LAMI LAMI,MO-100999,NO,NO,0
2007251,1000,160,BOB LAMI,MO-100141,NO,NO,0
2007252,1000,80,OPP TP,MO-100999,NO,NO,0
2007253,1000,200,BOB LAMI,MO-100141,NO,NO,0
2007254,800,70,BOB TUBO,MO-100002,NO,NO,0
2007255,840,80,BOB TUBO,MO-100004,NO,NO,0
2007256,600,80,BOB TUBO,MO-100004,NO,NO,0
2007257,800,80,BOB TUBO,MO-100004,NO,NO,0
2007258,800,70,BOB TUBO,MO-100002,NO,NO,0
2007259,600,50,BOB TUBO,MO-100002,NO,NO,0
2007260,800,80,BOB TUBO,MO-100004,NO,NO,0
2007261,800,70,BOB TUBO,MO-100002,NO,NO,0
2007262,800,70,BOB TUBO,MO-100003,NO,NO,0
2007263,1000,35,BOB TUBO,MO-100001,NO,NO,0
2007264,800,65,BOB TUBO,MO-100002,NO,NO,0
2007265,980,120,BOB TUBO,MO-100004,NO,NO,0
2007266,700,60,BOB TUBO,MO-100002,NO,NO,0
2007267,800,65,BOB TUBO,MO-100002,NO,NO,0
2007268,600,45,BOB TUBO,MO-100001,NO,NO,0
2007269,800,70,BOB TUBO,MO-100002,NO,NO,0
2007270,900,90,BOB TUBO,MO-100004,NO,NO,0
2007271,800,70,BOB TUBO,MO-100002,NO,NO,0
2007272,800,70,BOB TUBO,MO-100002,NO,NO,0
2007273,900,90,BOB TUBO,MO-100004,NO,NO,0
2007274,800,70,BOB TUBO,MO-100002,NO,NO,0
2007275,800,65,BOB TUBO,MO-100002,NO,NO,0
2007276,800,70,BOB TUBO,MO-100002,NO,NO,0
2007277,800,65,BOB TUBO,MO-100002,NO,NO,0
2007278,900,70,BOB TUBO,MO-100002,NO,NO,0
2007279,800,70,BOB TUBO,MO-100002,NO,NO,0
2007280,700,50,BOB TUBO,MO-100002,NO,NO,0
2007281,800,80,BOB TUBO,MO-100004,NO,NO,0
2007282,800,70,BOB TUBO,MO-100002,NO,NO,0
2007283,800,80,BOB TUBO,MO-100004,NO,NO,0
2007284,700,70,BOB TUBO,MO-100002,NO,NO,0
2007285,800,70,BOB TUBO,MO-100002,NO,NO,0
2007286,600,60,BOB TUBO,MO-100002,NO,NO,0
2007287,700,60,BOB TUBO,MO-100002,NO,NO,0
2007288,900,95,BOB TUBO,MO-100004,NO,NO,0
2007289,700,60,BOB TUBO,MO-100002,NO,NO,0
2007290,800,65,BOB TUBO,MO-100002,NO,NO,0
2007291,900,70,BOB TUBO,MO-100002,NO,NO,0
2007292,800,70,BOB TUBO,MO-100002,NO,NO,0
2007293,800,70,BOB TUBO,MO-100002,NO,NO,0
2007294,900,65,BOB TUBO,MO-100002,NO,NO,0
2007295,800,80,BOB TUBO,MO-100004,NO,NO,0
2007296,1050,50,BOB TUBO,MO-100003,NO,NO,0
2007297,900,70,BOB TUBO,MO-100002,NO,NO,0
2007298,700,50,BOB TUBO,MO-100002,NO,NO,0
2007299,800,70,BOB TUBO,MO-100002,NO,NO,0
2007300,800,70,BOB TUBO,MO-100002,NO,NO,0
2007301,700,70,BOB TUBO,MO-100002,NO,NO,0
2007302,700,70,BOB TUBO,MO-100002,NO,NO,0
2007303,800,70,BOB TUBO,MO-100002,NO,NO,0
2007304,700,70,BOB TUBO,MO-100002,NO,NO,0
2007305,980,120,BOB TUBO,MO-100004,NO,NO,0
2007306,980,120,BOB TUBO,MO-100004,NO,NO,0
2007307,800,70,BOB TUBO,MO-100002,NO,NO,0
2007308,1050,50,BOB TUBO,MO-100003,NO,NO,0
2007309,1000,90,BOB TUBO,MO-100004,NO,NO,0
2007310,700,65,BOB TUBO,MO-100002,NO,NO,0
2007311,800,70,BOB TUBO,MO-100002,NO,NO,0
2007312,600,60,BOB TUBO,MO-100002,NO,NO,0
2007313,800,60,BOB TUBO,MO-100002,NO,NO,0
2007314,600,60,BOB TUBO,MO-100002,NO,NO,0
2007315,900,90,BOB TUBO,MO-100004,NO,NO,0
2007316,800,70,BOB TUBO,MO-100002,NO,NO,0
2007317,800,75,BOB TUBO,MO-100002,NO,NO,0
2007318,800,70,BOB TUBO,MO-100002,NO,NO,0
2007319,1200,140,OPP TP,MO-100999,NO,NO,0
2007320,700,80,BOB TUBO,MO-100004,NO,NO,0
2007321,980,120,BOB TUBO,MO-100004,NO,NO,0
2007322,800,80,BOB TUBO,MO-100004,NO,NO,0
2007323,1130,80,BOB LAMI,,NO,NO,0
2007324,1130,300,BOB LAMI,,NO,NO,0
2007325,1000,80,BOB LAMI,,NO,NO,0
2007327,590,75,BOB SETUBO,MO-100008,NO,NO,0
2007328,960,100,BOB TUBO,MO-100004,NO,NO,0
2007329,800,65,BOB TUBO,MO-100002,NO,NO,0
2007330,700,70,BOB TUBO,MO-100002,NO,NO,0
2007331,800,80,BOB TUBO,MO-100004,NO,NO,0
2007332,700,60,BOB TUBO,MO-100002,NO,NO,0
2007333,1000,90,BOB TUBO,MO-100004,NO,NO,0
2007334,800,60,BOB TUBO,MO-100002,NO,NO,0
2007335,800,70,BOB TUBO,MO-100002,NO,NO,0
2007336,600,60,BOB TUBO,MO-100002,NO,NO,0
2007337,600,50,BOB TUBO,MO-100002,NO,NO,0
2007338,800,100,BOB TUBO,MO-100004,NO,NO,0
2007339,600,50,BOB TUBO,MO-100002,NO,NO,0
2007340,1000,75,BOB TUBO,MO-100002,NO,NO,0
2007341,1000,80,BOB LAMI,,NO,NO,0
2007342,1000,280,BOB LAMI,,NO,NO,0
2007343,800,65,BOB TUBO,MO-100002,NO,NO,0
2007344,980,120,BOB TUBO,MO-100004,NO,NO,0
2007345,800,70,BOB TUBO,MO-100002,NO,NO,0
2007346,800,70,BOB TUBO,MO-100002,NO,NO,0
2007347,700,60,BOB TUBO,MO-100002,NO,NO,0
2007348,800,80,BOB TUBO,MO-100004,NO,NO,0
2007349,600,70,BOB TUBO,MO-100002,NO,NO,0
2007350,700,50,BOB TUBO,MO-100002,NO,NO,0
2007351,800,60,BOB TUBO,MO-100002,NO,NO,0
2007352,800,65,BOB TUBO,MO-100002,NO,NO,0
2007353,1050,35,BOB TUBO,MO-100001,NO,NO,0
2007354,600,60,BOB TUBO,MO-100002,NO,NO,0
2007355,800,80,BOB TUBO,MO-100004,NO,NO,0
2007356,700,55,BOB TUBO,MO-100002,NO,NO,0
2007357,800,70,BOB TUBO,MO-100002,NO,NO,0
2007358,900,70,BOB TUBO,MO-100002,NO,NO,0
2007359,900,70,BOB TUBO,MO-100002,NO,NO,0
2007360,800,80,BOB TUBO,MO-100004,NO,NO,0
2007361,1070,70,BOB SETUBO,MO-100045,NO,NO,0
2007362,800,70,BOB TUBO,MO-100002,NO,NO,0
2007363,600,80,BOB TUBO,MO-100004,NO,NO,0
2007364,700,60,BOB TUBO,MO-100002,NO,NO,0
2007365,600,50,BOB TUBO,MO-100002,NO,NO,0
2007366,1000,90,BOB TUBO,MO-100004,NO,NO,0
2007367,800,80,BOB TUBO,MO-100004,NO,NO,0
2007368,1200,60,BOB TUBO,MO-100003,NO,NO,0
2007369,700,60,BOB TUBO,MO-100002,NO,NO,0
2007370,800,65,BOB TUBO,MO-100002,NO,NO,0
2007371,800,70,BOB TUBO,MO-100002,NO,NO,0
2007372,900,60,BOB TUBO,MO-100002,NO,NO,0
2007373,800,60,BOB TUBO,MO-100002,NO,NO,0
2007374,800,70,BOB TUBO,MO-100002,NO,NO,0
2007375,600,60,BOB TUBO,MO-100002,NO,NO,0
2007376,800,70,BOB TUBO,MO-100002,NO,NO,0
2007377,700,65,BOB TUBO,MO-100002,NO,NO,0
2007378,800,70,BOB TUBO,MO-100002,NO,NO,0
2007379,800,70,BOB TUBO,MO-100002,NO,NO,0
2007380,900,65,BOB TUBO,MO-100002,NO,NO,0
2007381,1000,80,BOB TUBO,MO-100004,NO,NO,0
2007382,980,120,BOB TUBO,MO-100004,NO,NO,0
2007383,1000,70,BOB TUBO,MO-100002,NO,NO,0
2007384,800,70,BOB TUBO,MO-100002,NO,NO,0
2007385,600,70,BOB TUBO,MO-100002,NO,NO,0
2007386,700,80,BOB TUBO,MO-100004,NO,NO,0
2007387,1000,90,BOB TUBO,MO-100004,NO,NO,0
2007388,800,60,BOB TUBO,MO-100002,NO,NO,0
2007389,600,50,BOB TUBO,MO-100002,NO,NO,0
2007390,800,80,BOB TUBO,MO-100004,NO,NO,0
2007391,800,80,BOB TUBO,MO-100004,NO,NO,0
2007392,800,60,BOB TUBO,MO-100002,NO,NO,0
2007393,870,80,BOB LAMI,,NO,NO,0
2007394,870,160,BOB LAMI,,NO,NO,0
2007395,1090,260,BOB LAMI,,NO,NO,0
2007396,700,80,BOB TUBO,MO-100004,NO,NO,0
2007397,700,55,BOB TUBO,MO-100002,NO,NO,0
2007398,1350,70,BOB TUBO,MO-100003,NO,NO,0
2007399,700,60,BOB TUBO,MO-100002,NO,NO,0
2007400,800,65,BOB TUBO,MO-100002,NO,NO,0
2007401,1050,260,BOB LAMI,,NO,NO,0
2007402,800,65,BOB TUBO,MO-100002,NO,NO,0
2007403,900,75,BOB TUBO,MO-100002,NO,NO,0
2007404,800,65,BOB TUBO,MO-100002,NO,NO,0
2007405,800,70,BOB TUBO,MO-100002,NO,NO,0
2007406,1000,75,BOB TUBO,MO-100002,NO,NO,0
2007407,800,70,BOB TUBO,MO-100003,NO,NO,0
2007408,800,70,BOB TUBO,MO-100002,NO,NO,0
2007409,800,70,BOB TUBO,MO-100002,NO,NO,0
2007410,800,80,BOB TUBO,MO-100004,NO,NO,0
2007411,1000,80,BOB TUBO,MO-100004,NO,NO,0
2007412,800,70,BOB TUBO,MO-100002,NO,NO,0
2007413,840,60,BOB TUBO,MO-100002,NO,NO,0
2007414,920,40,BOB TUBO,MO-100001,NO,NO,0
2007415,800,70,BOB TUBO,MO-100002,NO,NO,0
2007416,800,70,BOB TUBO,MO-100002,NO,NO,0
2007417,800,65,BOB TUBO,MO-100002,NO,NO,0
2007418,700,50,BOB TUBO,MO-100002,NO,NO,0
2007419,600,60,BOB TUBO,MO-100002,NO,NO,0
2007420,700,70,BOB TUBO,MO-100002,NO,NO,0
2007421,800,70,BOB TUBO,MO-100002,NO,NO,0
2007422,900,70,BOB TUBO,MO-100002,NO,NO,0
2007423,700,70,BOB TUBO,MO-100002,NO,NO,0
2007424,700,60,BOB TUBO,MO-100002,NO,NO,0
2007425,800,70,BOB TUBO,MO-100002,NO,NO,0
2007426,600,50,BOB TUBO,MO-100002,NO,NO,0
2007427,700,70,BOB TUBO,MO-100002,NO,NO,0
2007428,1260,95,BOB TUBO,MO-100004,NO,NO,0
2007429,700,50,BOB TUBO,MO-100002,NO,NO,0
2007430,900,70,BOB TUBO,MO-100002,NO,NO,0
2007431,900,80,BOB TUBO,MO-100004,NO,NO,0
2007432,800,80,BOB TUBO,MO-100004,NO,NO,0
2007433,800,80,BOB TUBO,MO-100004,NO,NO,0
2007434,800,80,BOB TUBO,MO-100004,NO,NO,0
2007435,980,120,BOB TUBO,MO-100004,NO,NO,0
2007436,800,65,BOB TUBO,MO-100002,NO,NO,0
2007437,700,60,BOB TUBO,MO-100002,NO,NO,0
2007438,800,70,BOB TUBO,MO-100002,NO,NO,0
2007439,980,120,BOB TUBO,MO-100004,NO,NO,0
2007440,800,80,BOB TUBO,MO-100004,NO,NO,0
2007441,800,80,BOB TUBO,MO-100004,NO,NO,0
2007442,900,65,BOB TUBO,MO-100002,NO,NO,0
2007443,800,60,BOB TUBO,MO-100002,NO,NO,0
2007444,800,65,BOB TUBO,MO-100002,NO,NO,0
2007445,1320,200,BOB TUBO,MO-100134,NO,NO,0
2007446,800,100,BOB TUBO,MO-100004,NO,NO,0
2007447,920,40,BOB TUBO,MO-100001,NO,NO,0
2007448,600,55,BOB TUBO,MO-100002,NO,NO,0
2007449,600,55,BOB TUBO,MO-100002,NO,NO,0
2007450,600,60,BOB TUBO,MO-100002,NO,NO,0
2007451,1200,35,BOB TUBO,MO-100001,NO,NO,0
2007452,800,70,BOB TUBO,MO-100002,NO,NO,0
2007453,800,70,BOB TUBO,MO-100002,NO,NO,0
2007454,800,70,BOB TUBO,MO-100002,NO,NO,0
2007455,700,55,BOB TUBO,MO-100002,NO,NO,0
2007456,800,65,BOB TUBO,MO-100002,NO,NO,0
2007457,800,65,BOB TUBO,MO-100002,NO,NO,0
2007458,700,55,BOB TUBO,MO-100002,NO,NO,0
2007459,800,65,BOB TUBO,MO-100002,NO,NO,0
2007460,1090,160,BOB LAMI,MO-100141,NO,NO,0
2007461,1090,240,BOB LAMI,,NO,NO,0
2007462,1025,520,LAMI LAMI,MO-100141,NO,NO,0
2007463,820,80,BOB LAMI,,NO,NO,0
2007464,820,208,BOB LAMI,,NO,NO,0
2007465,820,288,BOB LAMI,,NO,NO,0
2007466,870,80,BOB LAMI,,NO,NO,0
2007467,870,160,BOB LAMI,,NO,NO,0
2007468,1000,80,BOB TUBO,MO-100004,NO,NO,0
2007469,800,70,BOB TUBO,MO-100002,NO,NO,0
2007470,800,80,BOB TUBO,MO-100004,NO,NO,0
2007471,800,80,BOB TUBO,MO-100004,NO,NO,0
2007472,980,120,BOB TUBO,MO-100004,NO,NO,0
2007473,800,65,BOB TUBO,MO-100002,NO,NO,0
2007474,800,70,BOB TUBO,MO-100002,NO,NO,0
2007475,800,60,BOB TUBO,MO-100002,NO,NO,0
2007476,800,65,BOB TUBO,MO-100002,NO,NO,0
2007477,900,80,BOB TUBO,MO-100004,NO,NO,0
2007478,980,120,BOB TUBO,MO-100004,NO,NO,0
2007479,800,65,BOB TUBO,MO-100002,NO,NO,0
2007480,980,120,BOB TUBO,MO-100004,NO,NO,0
2007481,700,65,BOB TUBO,MO-100002,NO,NO,0
2007482,700,55,BOB TUBO,MO-100002,NO,NO,0
2007483,700,60,BOB TUBO,MO-100002,NO,NO,0
2007484,800,70,BOB TUBO,MO-100002,NO,NO,0
2007485,980,120,BOB TUBO,MO-100004,NO,NO,0
2007486,800,70,BOB TUBO,MO-100002,NO,NO,0
2007487,800,70,BOB TUBO,MO-100002,NO,NO,0
2007488,800,70,BOB TUBO,MO-100002,NO,NO,0
2007489,800,80,BOB TUBO,MO-100004,NO,NO,0
2007490,800,70,BOB TUBO,MO-100002,NO,NO,0
2007491,800,70,BOB TUBO,MO-100002,NO,NO,0
2007492,900,70,BOB TUBO,MO-100002,NO,NO,0
2007493,800,70,BOB TUBO,MO-100002,NO,NO,0
2007494,980,120,BOB TUBO,MO-100004,NO,NO,0
2007495,800,70,BOB TUBO,MO-100002,NO,NO,0
2007496,1000,85,BOB TUBO,MO-100004,NO,NO,0
2007497,700,55,BOB TUBO,MO-100002,NO,NO,0
2007498,900,70,BOB TUBO,MO-100002,NO,NO,0
2007499,600,55,BOB TUBO,MO-100002,NO,NO,0
2007500,800,60,BOB TUBO,MO-100002,NO,NO,0
2007501,800,70,BOB TUBO,MO-100002,NO,NO,0
2007502,800,70,BOB TUBO,MO-100002,NO,NO,0
2007503,700,55,BOB TUBO,MO-100002,NO,NO,0
2007504,800,65,BOB TUBO,MO-100002,NO,NO,0
2007505,800,80,BOB TUBO,MO-100004,NO,NO,0
2007506,1000,90,BOB TUBO,MO-100004,NO,NO,0
2007507,900,80,BOB TUBO,MO-100004,NO,NO,0
2007508,800,70,BOB TUBO,MO-100002,NO,NO,0
2007509,800,70,BOB TUBO,MO-100002,NO,NO,0
2007510,800,70,BOB TUBO,MO-100002,NO,NO,0
2007511,1000,80,BOB TUBO,MO-100004,NO,NO,0
2007512,800,70,BOB TUBO,MO-100002,NO,NO,0
2007513,600,60,BOB TUBO,MO-100002,NO,NO,0
2007514,800,60,BOB TUBO,MO-100002,NO,NO,0
2007515,900,70,BOB TUBO,MO-100002,NO,NO,0
2007516,800,70,BOB TUBO,MO-100002,NO,NO,0
2007517,1200,35,BOB TUBO,MO-100001,NO,NO,0
2007518,800,70,BOB TUBO,MO-100002,NO,NO,0
2007519,800,80,BOB TUBO,MO-100004,NO,NO,0
2007520,1000,80,BOB TUBO,MO-100004,NO,NO,0
2007521,800,65,BOB TUBO,MO-100002,NO,NO,0
2007522,1050,55,BOB TUBO,MO-100002,NO,NO,0
2007523,800,70,BOB TUBO,MO-100002,NO,NO,0
2007524,800,70,BOB TUBO,MO-100002,NO,NO,0
2007525,600,60,BOB TUBO,MO-100002,NO,NO,0
2007526,800,75,BOB TUBO,MO-100002,NO,NO,0
2007527,800,75,BOB TUBO,MO-100002,NO,NO,0
2007528,800,65,BOB TUBO,MO-100002,NO,NO,0
2007529,800,80,BOB TUBO,MO-100004,NO,NO,0
2007530,800,60,BOB TUBO,MO-100002,NO,NO,0
2007531,800,65,BOB TUBO,MO-100002,NO,NO,0
2007532,800,80,BOB TUBO,MO-100004,NO,NO,0
2007533,800,80,BOB TUBO,MO-100004,NO,NO,0
2007534,1000,90,BOB TUBO,MO-100004,NO,NO,0
2007535,800,60,BOB TUBO,MO-100002,NO,NO,0
2007536,960,150,BOB TUBO,MO-100004,NO,NO,0
2007537,800,60,BOB TUBO,MO-100002,NO,NO,0
2007538,800,70,BOB TUBO,MO-100002,NO,NO,0
2007539,600,70,BOB TUBO,MO-100002,NO,NO,0
2007540,700,70,BOB TUBO,MO-100002,NO,NO,0
2007541,1200,90,BOB TUBO,MO-100024,NO,NO,0
2007542,1200,90,BOB TUBO,MO-100024,NO,NO,0
2007543,800,70,BOB TUBO,MO-100002,NO,NO,0
2007544,700,70,BOB TUBO,MO-100002,NO,NO,0
2007545,900,70,BOB TUBO,MO-100002,NO,NO,0
2007546,800,80,BOB TUBO,MO-100004,NO,NO,0
2007547,800,80,BOB TUBO,MO-100004,NO,NO,0
2007548,1240,90,BOB TUBO,MO-100004,NO,NO,0
2007549,1200,90,BOB TUBO,MO-100024,NO,NO,0
2007550,700,80,BOB TUBO,MO-100004,NO,NO,0
2007551,900,90,BOB TUBO,MO-100004,NO,NO,0
2007552,600,120,BOB TUBO,MO-100004,NO,NO,0
2007553,1200,90,BOB TUBO,MO-100024,NO,NO,0
2007554,1200,90,BOB TUBO,MO-100024,NO,NO,0
2007555,600,90,BOB TUBO,MO-100004,NO,NO,0
2007556,700,65,BOB TUBO,MO-100002,NO,NO,0
2007557,900,90,BOB TUBO,MO-100004,NO,NO,0
2007558,800,70,BOB TUBO,MO-100002,NO,NO,0
2007559,600,60,BOB TUBO,MO-100002,NO,NO,0
2007560,800,65,BOB TUBO,MO-100002,NO,NO,0
2007561,700,55,BOB TUBO,MO-100002,NO,NO,0
2007562,800,65,BOB TUBO,MO-100002,NO,NO,0
2007563,600,60,BOB TUBO,MO-100002,NO,NO,0
2007564,980,120,BOB TUBO,MO-100004,NO,NO,0
2007565,1080,150,BOB TUBO,MO-100056,NO,NO,0
2007566,1080,140,BOB TUBO,MO-100056,NO,NO,0
2007567,800,70,BOB TUBO,MO-100002,NO,NO,0
2007568,800,65,BOB TUBO,MO-100002,NO,NO,0
2007569,800,80,BOB TUBO,MO-100004,NO,NO,0
2007570,1200,35,BOB TUBO,MO-100001,NO,NO,0
2007571,700,50,BOB TUBO,MO-100002,NO,NO,0
2007572,1200,90,BOB TUBO,MO-100024,NO,NO,0
