REFERENCIA,ANCHO,GALGA,TIPO,MEZCLA,TRATAMIENTO,ABREFACIL,FUELLE
2014673,640,65,BOB SETUBO,MO-100008,NO,NO,0
2014674,1090,120,BOB LAMI,,NO,NO,0
2014675,1090,260,BOB LAMI,,NO,NO,0
2014676,870,80,BOB LAMI,,NO,NO,0
2014677,870,160,BOB LAMI,,NO,NO,0
2014678,750,80,BOB SETUBO,MO-100180,NO,SI,0
2014679,840,80,BOB LAMI,,NO,NO,0
2014680,840,160,BOB LAMI,,NO,NO,0
2014681,1230,120,BOB LAMI,,NO,NO,0
2014682,1230,200,BOB LAMI,,NO,NO,0
2014683,1050,80,BOB LAMI,,NO,NO,0
2014684,1050,160,BOB LAMI,,NO,NO,0
2014685,1040,100,BOB SETUBO,MO-100030,NO,SI,0
2014686,930,100,BOB LAMI,,NO,NO,0
2014687,930,220,BOB LAMI,,NO,NO,0
2014688,950,140,BOB LAMI,,NO,NO,0
2014689,950,280,BOB LAMI,,NO,NO,0
2014690,1140,140,BOB LAMI,,NO,NO,0
2014691,1140,280,BOB LAMI,,NO,NO,0
2014692,1140,140,BOB LAMI,,NO,NO,0
2014693,1140,280,BOB LAMI,,NO,NO,0
2014694,960,120,BOB TUBO,MO-100173,NO,NO,0
2014695,1140,140,BOB LAMI,,NO,NO,0
2014696,1140,280,BOB LAMI,,NO,NO,0
2014697,790,80,BOB LAMI,,NO,NO,0
2014698,790,200,BOB LAMI,,NO,NO,0
2014699,1040,75,BOB SETUBO,MO-100030,NO,SI,0
2014700,1020,80,BOB LAMI,,NO,NO,0
2014701,1020,200,BOB LAMI,,NO,NO,0
2014702,1020,280,BOB LAMI,,NO,NO,0
2014703,1150,140,BOB LAMI,MO-100178,NO,NO,0
2014704,1150,220,BOB LAMI,,NO,NO,0
2014705,1150,120,BOB LAMI,MO-100178,NO,NO,0
2014706,1150,200,BOB LAMI,,NO,NO,0
2014707,1000,44,BOB TUBO,MO-100190,NO,NO,0
2014708,515,280,LAMI LAMI,MO-100141,NO,NO,0
2014709,1200,44,BOB TUBO,MO-100190,NO,NO,0
2014710,1160,160,LAMI LAMI,MO-100141,NO,NO,0
2014711,870,80,BOB LAMI,MO-100172,NO,NO,0
2014712,870,140,BOB LAMI,MO-100178,NO,NO,0
2014713,1020,44,BOB TUBO,MO-100190,NO,NO,0
2014714,870,220,BOB LAMI,,NO,NO,0
2014715,870,80,BOB LAMI,,NO,NO,0
2014716,870,160,BOB LAMI,,NO,NO,0
2014717,730,80,BOB LAMI,,NO,NO,0
2014718,790,160,BOB LAMI,,NO,NO,0
2014719,1110,80,BOB LAMI,,NO,NO,0
2014720,1110,240,BOB LAMI,,NO,NO,0
2014721,1090,100,BOB LAMI,MO-100157,NO,NO,0
2014722,970,100,BOB LAMI,MO-100157,NO,NO,0
2014723,970,100,BOB LAMI,MO-100125,NO,NO,0
2014724,970,200,BOB LAMI,,NO,NO,0
2014725,1090,100,BOB LAMI,MO-100125,NO,NO,0
2014726,1090,200,BOB LAMI,,NO,NO,0
2014727,950,80,OPP METAL,,NO,NO,0
2014728,950,80,BOB LAMI,,NO,NO,0
2014729,950,160,BOB LAMI,,NO,NO,0
2014730,1200,200,BOB TUBO,MO-100162,NO,NO,0
2014731,800,200,BOB TUBO,MO-100162,NO,NO,0
2014732,960,200,BOB TUBO,MO-100162,NO,NO,0
2014733,1110,80,BOB LAMI,,NO,NO,0
2014734,1110,240,BOB LAMI,,NO,NO,0
2014735,1035,200,BOB LAMI,,NO,NO,0
2014736,825,120,OPP TP,MO-100999,NO,NO,0
2014737,825,140,PE BARRERA,MO-100999,NO,NO,0
2014738,825,120,BOB LAMI,,NO,NO,0
2014739,825,260,BOB LAMI,,NO,NO,0
2014740,1050,100,BOB LAMI,,NO,NO,0
2014741,1050,220,BOB LAMI,,NO,NO,0
2014742,850,80,BOB LAMI,,NO,NO,0
2014743,850,200,BOB LAMI,,NO,NO,0
2014744,850,280,BOB LAMI,,NO,NO,0
2014745,1150,100,BOB SETUBO,MO-100180,NO,SI,0
2014746,975,200,BOB LAMI,,NO,NO,0
2014747,975,200,BOB LAMI,,NO,NO,0
2014748,1110,120,BOB LAMI,,NO,NO,0
2014749,1110,240,BOB LAMI,,NO,NO,0
2014750,1110,80,BOB LAMI,,NO,NO,0
2014751,1110,240,BOB LAMI,,NO,NO,0
2014752,970,80,BOB LAMI,,NO,NO,0
2014753,970,200,BOB LAMI,,NO,NO,0
2014754,710,80,BOB LAMI,,NO,NO,0
2014755,710,200,BOB LAMI,,NO,NO,0
2014756,1040,80,BOB LAMI,,NO,NO,0
2014757,1040,160,BOB LAMI,,NO,NO,0
2014758,535,360,LAMI LAMI,MO-100141,NO,NO,0
2014759,1440,200,BOB TUBO,MO-100162,NO,NO,0
2014760,650,80,BOB SETUBO,MO-100008,NO,NO,0
2014761,1050,100,BOB LAMI,,NO,NO,0
2014762,1050,220,BOB LAMI,,NO,NO,0
2014763,930,100,BOB LAMI,,NO,NO,0
2014764,930,180,BOB LAMI,,NO,NO,0
2014765,1050,100,BOB LAMI,,NO,NO,0
2014766,1050,220,BOB LAMI,,NO,NO,0
2014767,880,80,BOB LAMI,,NO,NO,0
2014768,880,168,BOB LAMI,,NO,NO,0
2014769,880,248,BOB LAMI,,NO,NO,0
2014770,930,100,BOB LAMI,,NO,NO,0
2014771,930,180,BOB LAMI,,NO,NO,0
2014772,840,140,BOB LAMI,MO-100141,NO,NO,0
2014773,1245,80,BOB LAMI,,NO,NO,0
2014774,1245,220,BOB LAMI,,NO,NO,0
2014775,930,100,BOB LAMI,,NO,NO,0
2014776,930,180,BOB LAMI,,NO,NO,0
2014777,1040,80,BOB LAMI,,NO,NO,0
2014778,1040,160,BOB LAMI,,NO,NO,0
2014779,710,80,BOB LAMI,,NO,NO,0
2014780,710,200,BOB LAMI,,NO,NO,0
2014781,930,100,BOB LAMI,,NO,NO,0
2014782,930,220,BOB LAMI,,NO,NO,0
2014783,870,80,BOB LAMI,,NO,NO,0
2014784,870,160,BOB LAMI,,NO,NO,0
2014785,680,80,OPP MATE,,NO,NO,0
2014786,674,60,OPP TP,,NO,NO,0
2014787,674,140,BOB LAMI,,NO,NO,0
2014788,1000,48,PET,,NO,NO,0
2014789,1225,760,LAMI LAMI,MO-100189,NO,NO,0
2014790,1230,100,OPP TP,,NO,NO,0
2014791,1230,120,CPP TP,,NO,NO,0
2014792,1230,100,BOB LAMI,,NO,NO,0
2014793,1230,220,BOB LAMI,,NO,NO,0
2014794,840,80,BOB LAMI,,NO,NO,0
2014795,840,200,BOB LAMI,,NO,NO,0
2014796,840,280,BOB LAMI,,NO,NO,0
2014797,1040,100,BOB LAMI,MO-100172,NO,NO,0
2014798,840,80,BOB LAMI,,NO,NO,0
2014799,840,200,BOB LAMI,,NO,NO,0
2014800,840,280,BOB LAMI,,NO,NO,0
2014801,1040,240,BOB LAMI,MO-100178,NO,NO,0
2014802,1040,340,BOB LAMI,,NO,NO,0
2014803,1110,80,BOB LAMI,,NO,NO,0
2014804,1110,240,BOB LAMI,,NO,NO,0
2014805,790,120,BOB LAMI,,NO,NO,0
2014806,790,200,BOB LAMI,,NO,NO,0
2014807,1100,0,BOB PAPEL,MO-100999,NO,NO,0
2014808,1440,200,BOB TUBO,MO-100162,NO,NO,0
2014809,1260,200,BOB TUBO,MO-100162,NO,NO,0
2014810,440,60,BOB SETUBO,MO-100180,NO,NO,0
2014811,790,72,BOB SETUBO,MO-100180,NO,NO,0
2014812,945,80,BOB LAMI,MO-100172,NO,NO,0
2014813,945,160,BOB LAMI,MO-100999,NO,NO,0
2014814,945,80,BOB LAMI,,NO,NO,0
2014815,945,240,BOB LAMI,,NO,NO,0
2014816,1050,100,BOB LAMI,,NO,NO,0
2014817,1050,220,BOB LAMI,,NO,NO,0
2014818,1050,100,BOB LAMI,,NO,NO,0
2014819,1050,220,BOB LAMI,,NO,NO,0
2014820,640,80,BOB LAMI,MO-100172,NO,NO,0
2014821,640,160,BOB LAMI,MO-100999,NO,NO,0
2014822,640,80,BOB LAMI,,NO,NO,0
2014823,640,240,BOB LAMI,,NO,NO,0
2014824,1050,100,BOB LAMI,,NO,NO,0
2014825,1050,220,BOB LAMI,,NO,NO,0
2014826,870,80,BOB LAMI,,NO,NO,0
2014827,870,160,BOB LAMI,,NO,NO,0
2014828,1090,100,BOB LAMI,,NO,NO,0
2014829,1090,220,BOB LAMI,,NO,NO,0
2014830,930,100,BOB LAMI,,NO,NO,0
2014831,930,220,BOB LAMI,,NO,NO,0
2014832,1050,100,BOB LAMI,,NO,NO,0
2014833,1050,220,BOB LAMI,,NO,NO,0
2014834,1050,100,BOB LAMI,,NO,NO,0
2014835,1050,220,BOB LAMI,,NO,NO,0
2014836,880,80,BOB LAMI,,NO,NO,0
2014837,880,240,BOB LAMI,,NO,NO,0
2014838,880,320,BOB LAMI,,NO,NO,0
2014839,880,80,BOB LAMI,,NO,NO,0
2014840,880,240,BOB LAMI,,NO,NO,0
2014841,880,320,BOB LAMI,,NO,NO,0
2014842,880,80,BOB LAMI,,NO,NO,0
2014843,880,240,BOB LAMI,,NO,NO,0
2014844,880,320,BOB LAMI,,NO,NO,0
2014845,880,80,BOB LAMI,,NO,NO,0
2014846,880,240,BOB LAMI,,NO,NO,0
2014847,880,320,BOB LAMI,,NO,NO,0
2014848,1110,120,BOB LAMI,,NO,NO,0
2014849,1110,240,BOB LAMI,,NO,NO,0
2014850,1050,100,BOB LAMI,,NO,NO,0
2014851,1050,220,BOB LAMI,,NO,NO,0
2014852,1110,120,BOB LAMI,,NO,NO,0
2014853,1110,240,BOB LAMI,,NO,NO,0
2014854,1110,120,BOB LAMI,,NO,NO,0
2014855,1110,240,BOB LAMI,,NO,NO,0
2014856,1110,80,BOB LAMI,,NO,NO,0
2014857,1110,240,BOB LAMI,,NO,NO,0
2014858,1110,80,BOB LAMI,,NO,NO,0
2014859,1110,240,BOB LAMI,,NO,NO,0
2014860,480,60,BOB SETUBO,MO-100180,NO,SI,0
2014861,480,86,BOB SETUBO,MO-200096,NO,NO,0
2014862,600,70,BOB SETUBO,MO-100180,NO,SI,0
2014863,850,90,BOB SETUBO,MO-100183,NO,SI,0
2014864,790,80,BOB LAMI,,NO,NO,0
2014865,790,160,BOB LAMI,,NO,NO,0
2014866,1110,80,BOB LAMI,,NO,NO,0
2014867,1110,240,BOB LAMI,,NO,NO,0
2014868,1060,60,BOB SETUBO,MO-100008,NO,NO,0
2014869,930,100,BOB LAMI,,NO,NO,0
2014870,930,220,BOB LAMI,,NO,NO,0
2014871,700,75,BOB TUBO,MO-200095,NO,NO,175
2014872,1110,80,BOB LAMI,,NO,NO,0
2014873,1110,240,BOB LAMI,,NO,NO,0
2014874,1035,0,BOB PAPEL,MO-100999,NO,NO,0
2014875,1020,0,BOB PAPEL,MO-100999,NO,NO,0
2014876,1200,0,BOB PAPEL,MO-100999,NO,NO,0
2014877,1050,100,BOB LAMI,,NO,NO,0
2014878,1050,220,BOB LAMI,,NO,NO,0
2014879,2500,180,BOB TUBO,MO-100076,NO,NO,490
2014880,1060,100,BOB LAMI,MO-100172,NO,NO,0
2014881,1360,100,BOB LAMI,MO-100172,NO,NO,0
2014882,1040,80,BOB SETUBO,MO-100030,NO,SI,0
2014883,1020,160,OPP TP,,NO,NO,0
2014884,1080,120,BOB TUBO,MO-100116,NO,NO,0
2014885,1095,48,PET,,NO,NO,0
2014886,1110,80,BOB LAMI,,NO,NO,0
2014887,1110,240,BOB LAMI,,NO,NO,0
2014888,1110,80,BOB LAMI,,NO,NO,0
2014889,1110,240,BOB LAMI,,NO,NO,0
2014890,1110,80,BOB LAMI,,NO,NO,0
2014891,1110,240,BOB LAMI,,NO,NO,0
2014892,1110,80,BOB LAMI,,NO,NO,0
2014893,1110,240,BOB LAMI,,NO,NO,0
2014894,1110,80,BOB LAMI,,NO,NO,0
2014895,1110,240,BOB LAMI,,NO,NO,0
2014896,1110,80,BOB LAMI,,NO,NO,0
2014897,1110,240,BOB LAMI,,NO,NO,0
2014898,1110,80,BOB LAMI,,NO,NO,0
2014899,1110,240,BOB LAMI,,NO,NO,0
2014900,1110,80,BOB LAMI,,NO,NO,0
2014901,1110,240,BOB LAMI,,NO,NO,0
2014902,790,80,BOB LAMI,,NO,NO,0
2014903,790,160,BOB LAMI,,NO,NO,0
2014904,1050,100,BOB LAMI,MO-100172,NO,NO,0
2014905,1050,100,BOB LAMI,MO-100125,NO,NO,0
2014906,1050,100,BOB LAMI,,NO,NO,0
2014907,1050,200,BOB LAMI,,NO,NO,0
2014908,1050,100,BOB LAMI,,NO,NO,0
2014909,1050,200,BOB LAMI,,NO,NO,0
2014910,875,80,OPP TP,MO-100999,NO,NO,0
2014911,880,120,BOB LAMI,,NO,NO,0
2014912,880,192,BOB LAMI,,NO,NO,0
2014913,930,100,BOB LAMI,,NO,NO,0
2014914,930,220,BOB LAMI,,NO,NO,0
2014915,870,80,BOB LAMI,,NO,NO,0
2014916,870,160,BOB LAMI,,NO,NO,0
2014917,950,140,BOB LAMI,,NO,NO,0
2014918,950,280,BOB LAMI,,NO,NO,0
2014919,960,200,BOB TUBO,MO-100162,NO,NO,0
2014920,800,200,BOB TUBO,MO-100162,NO,NO,0
2014921,800,200,BOB TUBO,MO-100162,NO,NO,0
2014922,1200,70,BOB TUBO,MO-100190,NO,NO,0
2014923,1150,220,BOB LAMI,MO-100187,NO,NO,0
2014924,1150,220,BOB LAMI,,NO,NO,0
2014925,1230,72,OPP METAL,MO-100999,NO,NO,0
2014926,1050,100,BOB LAMI,,NO,NO,0
2014927,1050,220,BOB LAMI,,NO,NO,0
2014928,1140,140,BOB LAMI,,NO,NO,0
2014929,1140,280,BOB LAMI,,NO,NO,0
2014930,870,100,BOB LAMI,,NO,NO,0
2014931,870,200,BOB LAMI,,NO,NO,0
2014932,880,80,BOB LAMI,,NO,NO,0
2014933,880,300,BOB LAMI,,NO,NO,0
2014934,810,72,OPP METAL,MO-100999,NO,NO,0
2014935,810,120,BOB LAMI,,NO,NO,0
2014936,810,192,BOB LAMI,,NO,NO,0
2014937,990,220,BOB LAMI,MO-100187,NO,NO,0
2014938,990,220,BOB LAMI,,NO,NO,0
2014939,990,220,BOB LAMI,,NO,NO,0
2014940,1150,220,BOB LAMI,,NO,NO,0
2014941,1090,60,OPP TP,,NO,NO,0
2014942,940,120,BOB TUBO,MO-200096,NO,NO,0
2014943,1150,220,BOB LAMI,,NO,NO,0
2014944,1150,220,BOB LAMI,,NO,NO,0
2014945,990,220,BOB LAMI,,NO,NO,0
2014946,1100,150,BOB TUBO,MO-100030,NO,NO,0
2014947,1086,60,OPP TP,,NO,NO,0
2014948,1086,60,BOB LAMI,,NO,NO,0
2014949,1086,120,BOB LAMI,,NO,NO,0
2014950,1086,60,BOB LAMI,,NO,NO,0
2014951,1086,120,BOB LAMI,,NO,NO,0
2014952,1086,60,BOB LAMI,,NO,NO,0
2014953,1086,120,BOB LAMI,,NO,NO,0
2014954,1050,100,BOB LAMI,,NO,NO,0
2014955,1050,220,BOB LAMI,,NO,NO,0
2014956,930,100,BOB LAMI,,NO,NO,0
2014957,930,220,BOB LAMI,,NO,NO,0
2014958,1110,80,BOB LAMI,,NO,NO,0
2014959,1110,240,BOB LAMI,,NO,NO,0
2014960,1110,80,BOB LAMI,,NO,NO,0
2014961,1110,240,BOB LAMI,,NO,NO,0
2014962,1060,100,BOB LAMI,,NO,NO,0
2014963,1060,220,BOB LAMI,,NO,NO,0
2014964,1080,96,BOB TUBO,MO-100180,NO,NO,0
2014965,1000,100,BOB TUBO,MO-100050,NO,NO,0
2014966,950,140,BOB LAMI,MO-100125,NO,NO,0
2014967,950,140,BOB LAMI,,NO,NO,0
2014968,950,280,BOB LAMI,,NO,NO,0
2014969,550,50,BOB SETUBO,MO-100008,NO,SI,0
2014970,1980,200,BOB TUBO,MO-100162,NO,NO,0
2014971,1980,85,BOB TUBO,MO-100154,NO,NO,0
2014972,550,50,BOB SETUBO,MO-100008,NO,SI,0
2014973,750,75,BOB SETUBO,MO-100008,NO,SI,0
2014974,1185,60,OPP TP,,NO,NO,0
2014975,1185,60,BOB LAMI,,NO,NO,0
2014976,1185,120,BOB LAMI,,NO,NO,0
2014977,1185,60,BOB LAMI,,NO,NO,0
2014978,1185,120,BOB LAMI,,NO,NO,0
2014979,750,75,BOB SETUBO,MO-100116,NO,SI,0
2014980,1050,100,BOB LAMI,,NO,NO,0
2014981,1050,220,BOB LAMI,,NO,NO,0
2014982,1050,100,BOB LAMI,,NO,NO,0
2014983,1050,220,BOB LAMI,,NO,NO,0
2014984,870,80,BOB LAMI,,NO,NO,0
2014985,870,160,BOB LAMI,,NO,NO,0
2014986,1110,80,BOB LAMI,,NO,NO,0
2014987,1110,240,BOB LAMI,,NO,NO,0
2014988,950,80,BOB LAMI,,NO,NO,0
2014989,950,160,BOB LAMI,,NO,NO,0
2014990,790,120,BOB LAMI,,NO,NO,0
2014991,790,200,BOB LAMI,,NO,NO,0
2014992,1130,80,BOB LAMI,,NO,NO,0
2014993,1130,360,BOB LAMI,,NO,NO,0
2014994,1080,160,OPP TP,MO-100999,NO,NO,0
2014995,1080,160,BOB LAMI,,NO,NO,0
2014996,1080,320,BOB LAMI,,NO,NO,0
2014997,1050,100,BOB LAMI,,NO,NO,0
2014998,1050,220,BOB LAMI,,NO,NO,0
2014999,950,100,BOB SETUBO,MO-100180,NO,SI,0
2015000,1110,120,BOB SETUBO,MO-100180,NO,SI,0
2015001,1000,44,BOB TUBO,MO-100163,NO,NO,0
2015002,1200,44,BOB TUBO,MO-100163,NO,NO,0
2015003,1020,44,BOB TUBO,MO-100163,NO,NO,0
2015004,1980,60,BOB TUBO,MO-100154,NO,NO,0
2015005,1200,70,BOB TUBO,MO-100210,NO,NO,0
2015006,1170,80,BOB LAMI,,NO,NO,0
2015007,1170,160,BOB LAMI,,NO,NO,0
2015008,996,60,OPP TP,,NO,NO,0
2015009,996,60,BOB LAMI,,NO,NO,0
2015010,996,120,BOB LAMI,,NO,NO,0
2015011,1110,80,BOB LAMI,,NO,NO,0
2015012,1110,240,BOB LAMI,,NO,NO,0
2015013,950,80,BOB LAMI,,NO,NO,0
2015014,950,160,BOB LAMI,,NO,NO,0
2015015,870,100,BOB LAMI,,NO,NO,0
2015016,870,220,BOB LAMI,,NO,NO,0
2015017,870,100,BOB LAMI,,NO,NO,0
2015018,870,220,BOB LAMI,,NO,NO,0
2015019,870,100,BOB LAMI,,NO,NO,0
2015020,870,220,BOB LAMI,,NO,NO,0
2015021,1080,116,BOB TUBO,MO-100180,NO,NO,0
2015022,810,80,BOB LAMI,,NO,NO,0
2015023,810,200,BOB LAMI,,NO,NO,0
2015024,950,80,BOB LAMI,,NO,NO,0
2015025,950,160,BOB LAMI,,NO,NO,0
2015026,830,80,BOB LAMI,,NO,NO,0
2015027,830,168,BOB LAMI,,NO,NO,0
2015028,830,248,BOB LAMI,,NO,NO,0
2015029,1090,80,BOB LAMI,,NO,NO,0
2015030,1090,200,BOB LAMI,,NO,NO,0
2015031,950,140,BOB LAMI,,NO,NO,0
2015032,950,280,BOB LAMI,,NO,NO,0
2015033,1110,80,BOB LAMI,,NO,NO,0
2015034,1110,240,BOB LAMI,,NO,NO,0
2015035,870,80,BOB LAMI,,NO,NO,0
2015036,870,160,BOB LAMI,,NO,NO,0
2015037,880,80,BOB LAMI,,NO,NO,0
2015038,880,168,BOB LAMI,,NO,NO,0
2015039,880,248,BOB LAMI,,NO,NO,0
2015040,900,180,BOB TUBO,MO-100175,NO,NO,100
2015041,570,80,BOB LAMI,,NO,NO,0
2015042,570,180,BOB LAMI,,NO,NO,0
2015043,570,80,BOB LAMI,,NO,NO,0
2015044,570,180,BOB LAMI,,NO,NO,0
2015045,1110,200,BOB LAMI,MO-100125,NO,NO,0
2015046,1110,200,BOB LAMI,,NO,NO,0
2015047,900,180,BOB TUBO,MO-100175,NO,NO,100
2015048,950,160,BOB TUBO,MO-100008,NO,NO,0
2015049,1110,120,BOB SETUBO,MO-100183,NO,SI,0
2015050,950,100,BOB SETUBO,MO-100183,NO,SI,0
2015051,1130,320,BOB LAMI,MO-100176,NO,NO,0
2015052,1130,320,BOB LAMI,,NO,NO,0
2015053,1110,80,BOB LAMI,,NO,NO,0
2015054,1110,240,BOB LAMI,,NO,NO,0
2015055,1110,80,BOB LAMI,,NO,NO,0
2015056,1110,240,BOB LAMI,,NO,NO,0
2015057,1110,80,BOB LAMI,,NO,NO,0
2015058,1110,240,BOB LAMI,,NO,NO,0
2015059,870,80,BOB LAMI,,NO,NO,0
2015060,870,160,BOB LAMI,,NO,NO,0
2015061,1040,80,BOB LAMI,,NO,NO,0
2015062,1040,160,BOB LAMI,,NO,NO,0
2015063,790,80,BOB LAMI,,NO,NO,0
2015064,790,160,BOB LAMI,,NO,NO,0
2015065,1060,60,BOB SETUBO,MO-100008,NO,NO,0
2015066,1140,100,BOB LAMI,,NO,NO,0
2015067,1140,280,BOB LAMI,,NO,NO,0
2015068,1060,60,BOB SETUBO,MO-100008,NO,NO,0
2015069,900,90,BOB TUBO,MO-100154,NO,NO,0
2015070,930,100,BOB LAMI,,NO,NO,0
2015071,930,220,BOB LAMI,,NO,NO,0
2015072,870,80,BOB LAMI,,NO,NO,0
2015073,870,160,BOB LAMI,,NO,NO,0
2015074,700,70,BOB TUBO,MO-100154,NO,NO,0
2015075,996,1,OPP TP,,NO,NO,0
2015076,996,1,OPP TP,,NO,NO,0
2015077,870,80,BOB LAMI,,NO,NO,0
2015078,870,360,BOB LAMI,,NO,NO,0
2015079,1060,60,BOB SETUBO,MO-100008,NO,NO,0
2015080,870,260,BOB LAMI,MO-100125,NO,NO,0
2015081,870,100,BOB LAMI,,NO,NO,0
2015082,870,360,BOB LAMI,,NO,NO,0
2015083,540,200,BOB LAMI,,NO,NO,0
2015084,540,420,BOB LAMI,,NO,NO,0
2015085,1060,60,BOB SETUBO,MO-100008,NO,NO,0
2015086,1060,60,BOB SETUBO,MO-100045,NO,NO,0
2015087,1060,60,BOB SETUBO,MO-100008,NO,NO,0
2015088,1200,100,BOB SETUBO,MO-100180,NO,SI,0
2015089,1110,80,BOB LAMI,,NO,NO,0
2015090,1110,240,BOB LAMI,,NO,NO,0
2015091,700,80,BOB TUBO,MO-100154,NO,NO,0
2015092,960,100,BOB TUBO,MO-100154,NO,NO,0
2015093,800,63,BOB TUBO,MO-100154,NO,NO,0
2015094,960,90,BOB TUBO,MO-100154,NO,NO,0
2015095,800,70,BOB TUBO,MO-100154,NO,NO,0
2015096,700,60,BOB TUBO,MO-100154,NO,NO,0
2015097,600,50,BOB TUBO,MO-100154,NO,NO,0
2015098,960,140,BOB TUBO,MO-100154,NO,NO,0
2015099,1060,70,BOB SETUBO,MO-100008,NO,NO,0
2015100,880,120,BOB LAMI,,NO,NO,0
2015101,880,200,BOB LAMI,,NO,NO,0
2015102,1060,60,BOB SETUBO,MO-100008,NO,NO,0
2015103,1280,100,BOB LAMI,MO-100172,NO,NO,0
2015104,1280,280,BOB LAMI,MO-100178,NO,NO,0
2015105,1280,380,BOB LAMI,,NO,NO,0
2015106,1330,80,BOB LAMI,MO-100172,NO,NO,0
2015107,1330,200,BOB LAMI,MO-100178,NO,NO,0
2015108,1330,280,BOB LAMI,,NO,NO,0
2015109,940,120,BOB TUBO,MO-100180,NO,NO,0
2015110,1310,180,BOB LAMI,MO-100187,NO,NO,0
2015111,640,120,BOB TUBO,MO-100180,NO,NO,0
2015112,940,120,BOB TUBO,MO-100180,NO,NO,0
2015113,900,200,BOB LAMI,,NO,NO,0
2015114,990,100,BOB LAMI,,NO,NO,0
2015115,990,300,BOB LAMI,,NO,NO,0
2015116,780,100,BOB LAMI,MO-100172,NO,NO,0
2015117,780,240,BOB LAMI,MO-100178,NO,NO,0
2015118,780,340,BOB LAMI,,NO,NO,0
2015119,1095,48,PET,,NO,NO,0
2015120,1040,80,BOB LAMI,,NO,NO,0
2015121,1040,160,BOB LAMI,,NO,NO,0
2015122,1050,100,BOB LAMI,,NO,NO,0
2015123,1050,220,BOB LAMI,,NO,NO,0
2015124,790,80,BOB LAMI,,NO,NO,0
2015125,790,160,BOB LAMI,,NO,NO,0
2015126,905,80,OPP TP,,NO,NO,0
2015127,996,60,BOB LAMI,,NO,NO,0
2015128,996,120,BOB LAMI,,NO,NO,0
2015129,1050,100,BOB LAMI,,NO,NO,0
2015130,1050,220,BOB LAMI,,NO,NO,0
2015131,680,100,BOB LAMI,MO-100999,NO,NO,0
2015132,680,100,BOB LAMI,MO-100172,NO,NO,0
2015133,890,80,BOB LAMI,MO-100172,NO,NO,0
2015134,890,120,BOB LAMI,MO-100178,NO,NO,0
2015135,890,80,BOB LAMI,,NO,NO,0
2015136,890,200,BOB LAMI,,NO,NO,0
2015137,1140,100,BOB LAMI,,NO,NO,0
2015138,1140,280,BOB LAMI,,NO,NO,0
2015139,890,80,BOB LAMI,,NO,NO,0
2015140,890,200,BOB LAMI,,NO,NO,0
2015141,1140,100,BOB LAMI,,NO,NO,0
2015142,1140,280,BOB LAMI,,NO,NO,0
2015143,1050,100,BOB LAMI,,NO,NO,0
2015144,1050,220,BOB LAMI,,NO,NO,0
2015145,840,80,BOB LAMI,,NO,NO,0
2015146,840,200,BOB LAMI,,NO,NO,0
2015147,840,280,BOB LAMI,,NO,NO,0
2015148,590,320,BOB LAMI,,NO,NO,0
2015149,590,320,BOB LAMI,,NO,NO,0
2015150,570,400,BOB LAMI,,NO,NO,0
2015151,570,420,BOB LAMI,,NO,NO,0
2015152,880,80,BOB LAMI,,NO,NO,0
2015153,880,240,BOB LAMI,,NO,NO,0
2015154,880,320,BOB LAMI,,NO,NO,0
2015155,840,80,OPP METAL,MO-100999,NO,NO,0
2015156,880,80,BOB LAMI,,NO,NO,0
2015157,880,240,BOB LAMI,,NO,NO,0
2015158,880,320,BOB LAMI,,NO,NO,0
2015159,1110,200,BOB LAMI,,NO,NO,0
2015160,1110,120,BOB LAMI,MO-100177,NO,NO,0
2015161,1110,200,BOB LAMI,,NO,NO,0
2015162,1110,80,BOB LAMI,,NO,NO,0
2015163,1110,240,BOB LAMI,,NO,NO,0
2015164,1050,100,BOB LAMI,,NO,NO,0
2015165,1050,220,BOB LAMI,,NO,NO,0
2015166,600,75,BOB SETUBO,MO-100008,NO,NO,0
2015167,1090,200,CPP TP,,NO,NO,0
2015168,1090,80,BOB LAMI,,NO,NO,0
2015169,1090,280,BOB LAMI,,NO,NO,0
2015170,990,80,OPP METAL,,NO,NO,0
2015171,990,120,BOB LAMI,,NO,NO,0
2015172,990,200,BOB LAMI,,NO,NO,0
2015173,1130,320,BOB LAMI,,NO,NO,0
2015174,930,80,BOB LAMI,,NO,NO,0
2015175,930,160,BOB LAMI,,NO,NO,0
2015176,825,280,LAMI LAMI,MO-100189,NO,NO,0
2015177,625,400,LAMI LAMI,MO-100189,NO,NO,0
2015178,640,80,BOB SETUBO,MO-100185,NO,NO,0
2015179,1110,80,BOB LAMI,,NO,NO,0
2015180,1110,240,BOB LAMI,,NO,NO,0
2015181,650,80,BOB SETUBO,MO-100008,NO,NO,0
2015182,800,120,BOB LAMI,,NO,NO,0
2015183,725,520,LAMI LAMI,MO-100189,NO,NO,0
2015184,950,140,BOB LAMI,,NO,NO,0
2015185,950,280,BOB LAMI,,NO,NO,0
2015186,1090,180,CPP TP,,NO,NO,0
2015187,1090,100,BOB LAMI,,NO,NO,0
2015188,1090,280,BOB LAMI,,NO,NO,0
2015189,1090,120,BOB LAMI,MO-100178,NO,NO,0
2015190,1090,160,BOB LAMI,MO-100178,NO,NO,0
2015191,1090,200,BOB LAMI,,NO,NO,0
2015192,1090,240,BOB LAMI,,NO,NO,0
